step_detect,mtk,2026-06-10_23-18-08.487_Active 10 Pro
2013310139,3,1.0
2013310522,3,1.0
2013310859,3,1.0
2013311580,3,1.0
2013311963,3,1.0
2013312239,3,1.0
2013312662,3,1.0
2013313101,3,1.0
2013313439,3,1.0
2013313740,3,1.0
2013314119,3,1.0
2013314562,3,1.0
2013315181,3,1.0
2013315579,3,1.0
2013316022,3,1.0
2013316702,3,1.0
2013317477,3,1.0
2013318162,3,1.0
2013318480,3,1.0
2013318919,3,1.0
2013319558,3,1.0
2013319961,3,1.0
2013320379,3,1.0
2013320999,3,1.0
2013321423,3,1.0
2013321819,3,1.0
2013322162,3,1.0
2013322520,3,1.0
2013322863,3,1.0
2013323280,3,1.0
2013323582,3,1.0
2013323860,3,1.0
2013324283,3,1.0
2013324721,3,1.0
2013325461,3,1.0
2013325758,3,1.0
2013326161,3,1.0
2013326781,3,1.0
2013327521,3,1.0
2013328101,3,1.0
2013328519,3,1.0
2013328941,3,1.0
2013329541,3,1.0
2013329919,3,1.0
2013330342,3,1.0
2013330982,3,1.0
2013332060,3,1.0
2013332080,3,1.0
2013332503,3,1.0
2013332779,3,1.0
2013333182,3,1.0
2013333540,3,1.0
2013334280,3,1.0
2013335041,3,1.0
2013335761,3,1.0
2013336502,3,1.0
2013337222,3,1.0
2013338003,3,1.0
2013338400,3,1.0
2013338718,3,1.0
2013339499,3,1.0
2013340219,3,1.0
2013340979,3,1.0
2013341740,3,1.0
2013342460,3,1.0
2013343181,3,1.0
2013343880,3,1.0
2013344661,3,1.0
2013345059,3,1.0
2013345402,3,1.0
2013346102,3,1.0
2013346560,3,1.0
2013347220,3,1.0
2013348021,3,1.0
2013348761,3,1.0
2013349779,3,1.0
2013350459,3,1.0
2013351179,3,1.0
2013351879,3,1.0
2013352620,3,1.0
2013352943,3,1.0
2013353319,3,1.0
2013354080,3,1.0
2013354478,3,1.0
2013355219,3,1.0
2013355823,3,1.0
2013356659,3,1.0
2013357022,3,1.0
2013357721,3,1.0
2013358482,3,1.0
2013358759,3,1.0
2013359182,3,1.0
2013359601,3,1.0
2013360300,3,1.0
2013360638,3,1.0
2013361101,3,1.0
2013361801,3,1.0
2013362179,3,1.0
2013362603,3,1.0
2013363242,3,1.0
2013364098,3,1.0
2013365181,3,1.0
2013365201,3,1.0
2013365599,3,1.0
2013366320,3,1.0
2013366722,3,1.0
2013367140,3,1.0
2013368198,3,1.0
2013368218,3,1.0
2013368641,3,1.0
2013369678,3,1.0
2013369699,3,1.0
2013370122,3,1.0
2013371220,3,1.0
2013371240,3,1.0
2013371659,3,1.0
2013372359,3,1.0
2013372721,3,1.0
2013373180,3,1.0
2013373859,3,1.0
2013374262,3,1.0
2013374660,3,1.0
2013375360,3,1.0
2013376539,3,1.0
2013376559,3,1.0
2013376841,3,1.0
2013377702,3,1.0
2013378382,3,1.0
2013379219,3,1.0
2013380261,3,1.0
2013381022,3,1.0
2013381722,3,1.0
2013382482,3,1.0
2013382800,3,1.0
2013383958,3,1.0
2013384301,3,1.0
2013385479,3,1.0
2013385782,3,1.0
2013386199,3,1.0
2013386960,3,1.0
2013387680,3,1.0
2013388098,3,1.0
2013389161,3,1.0
2013389943,3,1.0
2013390238,3,1.0
2013391403,3,1.0
2013394319,3,1.0
2013394600,3,1.0
2013394999,3,1.0
2013395799,3,1.0
2013396122,3,1.0
2013396500,3,1.0
2013396943,3,1.0
2013397622,3,1.0
2013398001,3,1.0
2013398781,3,1.0
2013399139,3,1.0
2013399919,3,1.0
2013400519,3,1.0
2013400902,3,1.0
2013401682,3,1.0
2013402020,3,1.0
2013402403,3,1.0
2013403142,3,1.0
2013403461,3,1.0
2013403858,3,1.0
2013404281,3,1.0
2013405299,3,1.0
2013405318,3,1.0
2013405742,3,1.0
2013406403,3,1.0
2013407500,3,1.0
2013407520,3,1.0
2013407842,3,1.0
2013408139,3,1.0
2013408622,3,1.0
2013409162,3,1.0
2013409660,3,1.0
