rot_vec,mtk,2026-06-10_23-18-08.487_Active 10 Pro
imuTimestamp,accuracy(more=better),x*sin(a/2)[],y*sin(a/2)[],z*sin(a/2)[],cos(a/2)[],heading_accuracy[rad]
2013224341,3,0.091336,-0.213104,-0.915129,0.329821,0.0
2013224352,3,0.089161,-0.215187,-0.91564,0.327637,0.0
2013224362,3,0.086943,-0.217331,-0.916105,0.325513,0.0
2013224372,3,0.084942,-0.219452,-0.916522,0.323438,0.0
2013224382,3,0.083994,-0.220681,-0.91704,0.321373,0.0
2013224392,3,0.083007,-0.221463,-0.917543,0.319653,0.0
2013224402,3,0.081944,-0.221858,-0.918063,0.318156,0.0
2013224412,3,0.080672,-0.221888,-0.91862,0.31685,0.0
2013224422,3,0.079011,-0.221501,-0.919235,0.315754,0.0
2013224432,3,0.077044,-0.220804,-0.919958,0.314621,0.0
2013224442,3,0.074668,-0.21988,-0.920818,0.313322,0.0
2013224452,3,0.071952,-0.218832,-0.921836,0.311692,0.0
2013224462,3,0.06893,-0.217704,-0.923029,0.309627,0.0
2013224472,3,0.065825,-0.216579,-0.924375,0.307067,0.0
2013224483,3,0.062565,-0.215474,-0.925815,0.304174,0.0
2013224493,3,0.059348,-0.214581,-0.927274,0.300988,0.0
2013224503,3,0.056163,-0.214046,-0.928668,0.297665,0.0
2013224513,3,0.052944,-0.210936,-0.930603,0.294413,0.0
2013224523,3,0.050255,-0.209019,-0.932234,0.291072,0.0
2013224533,3,0.047933,-0.207981,-0.933589,0.287848,0.0
2013224543,3,0.04649,-0.208042,-0.934621,0.284672,0.0
2013224553,3,0.046106,-0.210853,-0.934932,0.28163,0.0
