location due to GPS and WiFi+Cell,2026-06-11_17-12-13.502_Active 10 Pro
time,provider,lat (deg),long (deg),has accuracy,accuracy (m),has altitude,altitude (m above sea level),has bearing,bearing (degrees),has speed,speed (m/s over ground),UTC,realtime
2077770714,gps,55.676120000000004,37.56147333333333,1,1.2,1,196.4,1,29.86,1,5.3803916,1781187242000,2077770652695071
2077771707,gps,55.676163333333335,37.561515,1,1.2,1,196.9,1,31.49,1,5.397892,1781187243000,2077771648813456
2077772713,gps,55.676210000000005,37.561566666666664,1,1.2,1,196.7,1,33.89,1,5.4323783,1781187244000,2077772646447610
2077773720,gps,55.67625666666666,37.56161833333333,1,1.2,1,196.2,1,28.5,1,5.4817915,1781187245000,2077773651218995
2077774705,gps,55.67630166666666,37.56166333333333,1,1.2,1,195.7,1,31.53,1,5.5414996,1781187246000,2077774649456302
2077775708,gps,55.676345000000005,37.56170833333333,1,1.2,1,195.2,1,30.2,1,5.6027513,1781187247000,2077775649798379
2077776711,gps,55.67639166666666,37.561751666666666,1,1.2,1,194.9,1,31.85,1,5.6454735,1781187248000,2077776646837841
2077777713,gps,55.676431666666666,37.5618,1,1.2,1,194.4,1,35.22,1,5.638267,1781187249000,2077777651259303
2077778713,gps,55.67647,37.56184,1,1.2,1,194.4,1,30.3,1,5.5708385,1781187250000,2077778649779918
2077779708,gps,55.67651333333333,37.56187,1,1.2,1,194.2,1,21.49,1,5.527087,1781187251000,2077779645399995
2077780706,gps,55.67655833333333,37.561905,1,1.2,1,194.0,1,28.38,1,5.507528,1781187252000,2077780646487072
2077781721,gps,55.67659999999999,37.56194666666667,1,1.2,1,193.7,1,31.72,1,5.479218,1781187253000,2077781651694457
2077782705,gps,55.67664166666667,37.56198666666667,1,1.2,1,193.5,1,29.28,1,5.3984065,1781187254000,2077782646470380
2077783700,gps,55.67668666666667,37.562025,1,1.2,1,192.8,1,26.92,1,5.334581,1781187255000,2077783647502457
2077784719,gps,55.676723333333335,37.56207333333334,1,1.2,1,192.5,1,31.32,1,5.2542844,1781187256000,2077784654728303
2077785714,gps,55.676758333333325,37.562115,1,1.2,1,192.6,1,36.02,1,5.183253,1781187257000,2077785651273841
2077786711,gps,55.67678666666667,37.562153333333335,1,1.2,1,193.1,1,36.6,1,5.0617785,1781187258000,2077786648700226
2077787714,gps,55.676815000000005,37.562185,1,1.3,1,193.5,1,29.44,1,4.94751,1781187259000,2077787646728226
2077788167,network,55.6753564,37.5613396,1,35.905,1,204.60000610351562,0,0.0,0,0.0,1781187258190,2077786839000000
2077788712,gps,55.67684333333333,37.56222,1,1.2,1,193.8,1,37.92,1,4.851257,1781187260000,2077788652683611
2077789711,gps,55.67687333333333,37.56225833333333,1,1.2,1,193.8,1,37.05,1,4.7004433,1781187261000,2077789645704226
2077790714,gps,55.676905000000005,37.56229,1,1.2,1,193.6,1,33.99,1,4.532644,1781187262000,2077790650451073
2077791707,gps,55.676938333333325,37.56232833333333,1,1.3,1,193.2,1,18.91,1,4.3617563,1781187263000,2077791650541534
2077792717,gps,55.676959999999994,37.562358333333336,1,1.3,1,192.7,1,43.32,1,4.158441,1781187264000,2077792652632919
2077793720,gps,55.67697499999999,37.56239166666667,1,1.3,1,191.9,1,66.53,1,3.8681376,1781187265000,2077793651269227
2077794721,gps,55.676983333333325,37.562416666666664,1,1.3,1,191.3,1,67.85,1,3.5181265,1781187266000,2077794648480304
2077795715,gps,55.67698666666667,37.56243,1,1.3,1,190.0,1,52.39,1,3.0878186,1781187267000,2077795655002765
2077796718,gps,55.676991666666666,37.56243166666666,1,1.2,1,188.9,1,37.71,1,2.6734672,1781187268000,2077796655382996
2077797715,gps,55.676995000000005,37.56243333333334,1,1.2,1,188.6,1,46.09,1,2.2797048,1781187269000,2077797652664919
2077798708,gps,55.676993333333336,37.56243,1,1.2,1,188.6,1,91.1,1,1.9142519,1781187270000,2077798651780304
2077799720,gps,55.676995000000005,37.562421666666665,1,1.1,1,188.7,1,325.45,1,1.5498286,1781187271000,2077799653644535
2077800715,gps,55.676993333333336,37.56241333333333,1,1.1,1,188.8,1,297.39,1,1.2003322,1781187272000,2077800651315919
2077801722,gps,55.676991666666666,37.56241,1,1.1,1,188.8,1,257.46,1,0.8626744,1781187273000,2077801645482150
2077802699,gps,55.676989999999996,37.56240833333333,1,1.1,1,188.6,1,190.23,1,0.5723711,1781187274000,2077802647976842
2077803707,gps,55.676989999999996,37.56240833333333,1,1.2,1,188.6,1,143.38,1,0.0,1781187275000,2077803649543996
2077804705,gps,55.67698833333334,37.56240666666667,1,1.2,1,188.6,1,193.52,1,0.0,1781187276000,2077804645457843
2077805722,gps,55.67698833333334,37.562405,1,1.2,1,188.4,1,232.99,1,0.0,1781187277000,2077805652852843
2077806712,gps,55.67698833333334,37.562405,1,1.1,1,188.4,1,232.99,1,0.0,1781187278000,2077806647996612
2077807714,gps,55.67698833333334,37.562405,1,1.1,1,188.4,1,232.99,1,0.0,1781187279000,2077807653097766
2077808182,network,55.6770633,37.5615347,1,71.133,1,204.70001220703125,0,0.0,0,0.0,1781187261936,2077790585000000
2077808721,gps,55.67698833333334,37.562405,1,1.2,1,188.4,1,232.99,1,0.0,1781187280000,2077808654318151
2077809714,gps,55.67698833333334,37.562405,1,1.2,1,188.4,1,232.99,1,0.0,1781187281000,2077809649736612
2077810710,gps,55.67698833333334,37.562405,1,1.2,1,188.4,1,232.99,1,0.0,1781187282000,2077810647862074
