spl07,goermicro,2026-06-11_17-12-13.502_Active 10 Pro
2077703397,3,991.1
2077703497,3,991.1
2077703597,3,991.1
2077703697,3,991.1
2077703797,3,991.12
2077703897,3,991.11
2077703997,3,991.1
2077704097,3,991.11
2077704197,3,991.11
2077704297,3,991.11
2077704397,3,991.12
2077704497,3,991.1
2077704597,3,991.1
2077704697,3,991.12
2077704797,3,991.13
2077704897,3,991.12
2077704997,3,991.13995
2077705097,3,991.14996
2077705197,3,991.16
2077705297,3,991.13
2077705397,3,991.14996
2077705497,3,991.16
2077705597,3,991.14996
2077705697,3,991.13995
2077705797,3,991.14996
2077705897,3,991.16
2077705997,3,991.14996
2077706097,3,991.14996
2077706197,3,991.14996
2077706297,3,991.18
2077706397,3,991.18
2077706497,3,991.18
2077706597,3,991.17
2077706697,3,991.18
2077706797,3,991.19
2077706897,3,991.19995
2077706997,3,991.18
2077707097,3,991.17
2077707197,3,991.18
2077707297,3,991.20996
2077707397,3,991.20996
2077707497,3,991.19
2077707597,3,991.19
2077707697,3,991.18
2077707797,3,991.22
2077707897,3,991.24
2077707997,3,991.22
2077708097,3,991.22
2077708197,3,991.23
2077708297,3,991.23
2077708397,3,991.23
2077708497,3,991.24
2077708597,3,991.25
2077708697,3,991.24
2077708797,3,991.22
2077708897,3,991.23
2077708997,3,991.25
2077709097,3,991.25
2077709197,3,991.25995
2077709297,3,991.24
2077709397,3,991.25
2077709497,3,991.25995
2077709597,3,991.25995
2077709697,3,991.26996
2077709797,3,991.26996
2077709897,3,991.27997
2077709997,3,991.25
2077710097,3,991.25
2077710197,3,991.25995
2077710297,3,991.29
2077710397,3,991.29
2077710497,3,991.31
2077710597,3,991.3
2077710697,3,991.3
2077710797,3,991.31
2077710897,3,991.3
2077710997,3,991.31
2077711097,3,991.35
2077711197,3,991.33997
2077711297,3,991.32996
2077711397,3,991.33997
2077711497,3,991.33997
2077711597,3,991.31995
2077711697,3,991.32996
2077711797,3,991.36
2077711897,3,991.37
2077711997,3,991.37
2077712097,3,991.35
2077712197,3,991.35
2077712297,3,991.33997
2077712397,3,991.32996
2077712497,3,991.35
2077712597,3,991.36
2077712697,3,991.37
2077712797,3,991.36
2077712897,3,991.37
2077712997,3,991.36
2077713097,3,991.36
2077713197,3,991.36
2077713297,3,991.37
2077713397,3,991.37
2077713497,3,991.38
2077713597,3,991.38995
2077713697,3,991.39996
2077713797,3,991.38
2077713897,3,991.38
2077713997,3,991.39996
2077714097,3,991.38995
2077714197,3,991.38995
2077714297,3,991.41
2077714397,3,991.41
2077714497,3,991.43
2077714597,3,991.44
2077714697,3,991.41
2077714797,3,991.42
2077714897,3,991.41
2077714997,3,991.39996
2077715097,3,991.42
2077715197,3,991.42
2077715297,3,991.43
2077715397,3,991.45996
2077715497,3,991.44995
2077715597,3,991.44
2077715697,3,991.45996
2077715797,3,991.44995
2077715897,3,991.44995
2077715997,3,991.45996
2077716097,3,991.47
2077716197,3,991.44995
2077716297,3,991.44995
2077716397,3,991.44995
2077716497,3,991.45996
2077716597,3,991.45996
2077716697,3,991.44995
2077716797,3,991.48
2077716897,3,991.49
2077716997,3,991.5
2077717097,3,991.5
2077717197,3,991.52997
2077717297,3,991.52997
2077717397,3,991.50995
2077717497,3,991.52997
2077717597,3,991.51996
2077717697,3,991.51996
2077717797,3,991.49
2077717897,3,991.49
2077717997,3,991.45996
2077718097,3,991.49
2077718197,3,991.44
2077718297,3,991.52997
2077718397,3,991.56995
2077718497,3,991.51996
2077718597,3,991.52997
2077718697,3,991.56
2077718797,3,991.5
2077718897,3,991.62
2077718997,3,991.56
2077719097,3,991.55
2077719197,3,991.55
2077719297,3,991.63
2077719397,3,991.6
2077719497,3,991.56
2077719597,3,991.58997
2077719697,3,991.57996
2077719797,3,991.62
2077719897,3,991.56995
2077719997,3,991.61
2077720097,3,991.56995
2077720197,3,991.56
2077720297,3,991.56995
2077720397,3,991.62
2077720497,3,991.61
2077720597,3,991.6
2077720697,3,991.63995
2077720797,3,991.67
2077720897,3,991.63
2077720997,3,991.62
2077721097,3,991.57996
2077721197,3,991.6
2077721297,3,991.56
2077721397,3,991.62
2077721497,3,991.64996
2077721597,3,991.58997
2077721697,3,991.58997
2077721797,3,991.56
2077721897,3,991.58997
2077721997,3,991.56
2077722097,3,991.56995
2077722197,3,991.56995
2077722297,3,991.57996
2077722397,3,991.57996
2077722497,3,991.52997
2077722597,3,991.56
2077722697,3,991.56995
2077722797,3,991.56
2077722897,3,991.58997
2077722997,3,991.61
2077723097,3,991.63
2077723197,3,991.56
2077723297,3,991.58997
2077723397,3,991.61
2077723497,3,991.62
2077723597,3,991.63995
2077723697,3,991.6
2077723797,3,991.62
2077723897,3,991.61
2077723997,3,991.62
2077724097,3,991.64996
2077724197,3,991.63995
2077724297,3,991.62
2077724397,3,991.62
2077724497,3,991.63
2077724597,3,991.64996
2077724697,3,991.63995
2077724797,3,991.6
2077724897,3,991.6
2077724997,3,991.63
2077725097,3,991.67
2077725197,3,991.61
2077725297,3,991.62
2077725397,3,991.61
2077725497,3,991.57996
2077725597,3,991.62
2077725697,3,991.61
2077725797,3,991.58997
2077725897,3,991.6
2077725997,3,991.62
2077726097,3,991.63
2077726197,3,991.63995
2077726297,3,991.6
2077726397,3,991.66
2077726497,3,991.64996
2077726597,3,991.62
2077726697,3,991.66
2077726797,3,991.67
2077726897,3,991.69
2077726997,3,991.69
2077727097,3,991.64996
2077727197,3,991.66
2077727297,3,991.54
2077727397,3,991.66
2077727497,3,991.68
2077727597,3,991.6
2077727697,3,991.67
2077727797,3,991.66
2077727897,3,991.67
2077727997,3,991.63995
2077728097,3,991.64996
2077728197,3,991.67
2077728297,3,991.74
2077728397,3,991.75995
2077728497,3,991.73
2077728597,3,991.77997
2077728697,3,991.73
2077728797,3,991.72
2077728897,3,991.76996
2077728997,3,991.74
2077729097,3,991.76996
2077729197,3,991.75995
2077729297,3,991.76996
2077729397,3,991.75
2077729497,3,991.79
2077729597,3,991.75
2077729697,3,991.75
2077729797,3,991.75995
2077729897,3,991.81
2077729997,3,991.79
2077730097,3,991.81
2077730197,3,991.77997
2077730297,3,991.79
2077730397,3,991.75
2077730497,3,991.83997
2077730597,3,991.81
2077730697,3,991.73
2077730797,3,991.81995
2077730897,3,991.86
2077730997,3,991.87
2077731097,3,991.85
2077731197,3,991.88995
2077731297,3,991.86
2077731397,3,991.92
2077731497,3,991.88
2077731597,3,991.87
2077731697,3,991.83997
2077731797,3,991.86
2077731897,3,991.87
2077731997,3,991.86
2077732097,3,991.88
2077732197,3,991.91
2077732297,3,991.89996
2077732397,3,991.88995
2077732497,3,991.92
2077732597,3,991.92
2077732697,3,991.93
2077732797,3,991.91
2077732897,3,991.91
2077732997,3,991.97
2077733097,3,991.92
2077733197,3,991.92
2077733297,3,991.94
2077733397,3,991.94995
2077733497,3,991.95996
2077733597,3,991.97
2077733697,3,991.95996
2077733797,3,991.94
2077733897,3,991.95996
2077733997,3,991.97
2077734097,3,991.99
2077734197,3,991.95996
2077734297,3,991.97
2077734397,3,991.99
2077734497,3,991.98
2077734597,3,992.0
2077734697,3,991.99
2077734797,3,991.98
2077734897,3,992.0
2077734997,3,992.00995
2077735097,3,992.05
2077735197,3,992.01996
2077735297,3,992.04
2077735397,3,992.00995
2077735497,3,992.05
2077735597,3,992.02997
2077735697,3,992.05
2077735797,3,992.05
2077735897,3,992.02997
2077735997,3,992.05
2077736097,3,992.06995
2077736197,3,992.06995
2077736297,3,992.08997
2077736397,3,992.08997
2077736497,3,992.08997
2077736597,3,992.08997
2077736697,3,992.07996
2077736797,3,992.1
2077736897,3,992.11
2077736997,3,992.13
2077737097,3,992.11
2077737197,3,992.13995
2077737297,3,992.16
2077737397,3,992.13
2077737497,3,992.13995
2077737597,3,992.16
2077737697,3,992.13
2077737797,3,992.14996
2077737897,3,992.12
2077737997,3,992.16
2077738097,3,992.17
2077738197,3,992.17
2077738297,3,992.18
2077738397,3,992.19
2077738497,3,992.17
2077738597,3,992.18
2077738697,3,992.19
2077738797,3,992.11
2077738897,3,992.16
2077738997,3,992.14996
2077739097,3,992.32996
2077739197,3,992.25995
2077739297,3,992.22
2077739397,3,992.32996
2077739497,3,992.26996
2077739597,3,992.25
2077739697,3,992.25995
2077739797,3,992.25
2077739897,3,992.20996
2077739997,3,992.23
2077740097,3,992.23
2077740197,3,992.25995
2077740297,3,992.25
2077740397,3,992.27997
2077740497,3,992.3
2077740597,3,992.35
2077740697,3,992.25995
2077740797,3,992.14996
2077740897,3,992.26996
2077740997,3,992.22
2077741097,3,992.29
2077741197,3,992.25995
2077741297,3,992.31995
2077741397,3,992.22
2077741497,3,992.3
2077741597,3,992.22
2077741697,3,992.23
2077741797,3,992.27997
2077741897,3,992.31
2077741997,3,992.3
2077742097,3,992.27997
2077742197,3,992.31
2077742297,3,992.27997
2077742397,3,992.29
2077742497,3,992.3
2077742597,3,992.31995
2077742697,3,992.33997
2077742797,3,992.32996
2077742897,3,992.31995
2077742997,3,992.35
2077743097,3,992.33997
2077743197,3,992.33997
2077743297,3,992.32996
2077743397,3,992.36
2077743497,3,992.38995
2077743597,3,992.41
2077743697,3,992.41
2077743797,3,992.37
2077743897,3,992.35
2077743997,3,992.39996
2077744097,3,992.38
2077744197,3,992.41
2077744297,3,992.38
2077744397,3,992.38995
2077744497,3,992.38
2077744597,3,992.37
2077744697,3,992.38995
2077744797,3,992.38995
2077744897,3,992.42
2077744997,3,992.43
2077745097,3,992.47
2077745197,3,992.43
2077745297,3,992.44995
2077745397,3,992.47
2077745497,3,992.45996
2077745597,3,992.44
2077745697,3,992.45996
2077745797,3,992.47
2077745897,3,992.45996
2077745997,3,992.44995
2077746097,3,992.47
2077746197,3,992.44995
2077746297,3,992.45996
2077746397,3,992.48
2077746497,3,992.44995
2077746597,3,992.47
2077746697,3,992.49
2077746797,3,992.48
2077746897,3,992.47
2077746997,3,992.49
2077747097,3,992.48
2077747197,3,992.48
2077747297,3,992.48
2077747397,3,992.48
2077747497,3,992.48
2077747597,3,992.48
2077747697,3,992.5
2077747797,3,992.5
2077747897,3,992.51996
2077747997,3,992.48
2077748097,3,992.48
2077748197,3,992.5
2077748297,3,992.52997
2077748397,3,992.54
2077748497,3,992.49
2077748597,3,992.49
2077748697,3,992.48
2077748797,3,992.48
2077748897,3,992.50995
2077748997,3,992.48
2077749097,3,992.47
2077749197,3,992.45996
2077749297,3,992.5
2077749397,3,992.47
2077749497,3,992.44995
2077749597,3,992.51996
2077749697,3,992.52997
2077749797,3,992.49
2077749897,3,992.51996
2077749997,3,992.54
2077750097,3,992.52997
2077750197,3,992.52997
2077750297,3,992.51996
2077750397,3,992.55
2077750497,3,992.49
2077750597,3,992.5
2077750697,3,992.51996
2077750797,3,992.51996
2077750897,3,992.55
2077750997,3,992.52997
2077751097,3,992.54
2077751197,3,992.56
2077751297,3,992.51996
2077751397,3,992.51996
2077751497,3,992.52997
2077751597,3,992.54
2077751697,3,992.56
2077751797,3,992.57996
2077751897,3,992.61
2077751997,3,992.63
2077752097,3,992.6
2077752197,3,992.6
2077752297,3,992.58997
2077752397,3,992.56
2077752497,3,992.55
2077752597,3,992.51996
2077752697,3,992.48
2077752797,3,992.49
2077752897,3,992.51996
2077752997,3,992.58997
2077753097,3,992.58997
2077753197,3,992.56995
2077753297,3,992.58997
2077753397,3,992.6
2077753497,3,992.61
2077753597,3,992.63
2077753697,3,992.6
2077753797,3,992.58997
2077753897,3,992.62
2077753997,3,992.50995
2077754097,3,992.73
2077754197,3,992.49
2077754297,3,992.63
2077754397,3,992.69995
2077754497,3,992.64996
2077754597,3,992.57996
2077754697,3,992.63
2077754797,3,992.64996
2077754897,3,992.63
2077754997,3,992.63
2077755097,3,992.63995
2077755197,3,992.63
2077755297,3,992.66
2077755397,3,992.68
2077755497,3,992.67
2077755597,3,992.68
2077755697,3,992.73
2077755797,3,992.67
2077755897,3,992.74
2077755997,3,992.75
2077756097,3,992.74
2077756197,3,992.74
2077756297,3,992.79
2077756397,3,992.75
2077756497,3,992.75
2077756597,3,992.75995
2077756697,3,992.8
2077756797,3,992.77997
2077756897,3,992.8
2077756997,3,992.81995
2077757097,3,992.8
2077757197,3,992.81995
2077757297,3,992.79
2077757397,3,992.75995
2077757497,3,992.77997
2077757597,3,992.76996
2077757697,3,992.81995
2077757797,3,992.8
2077757897,3,992.8
2077757997,3,992.81995
2077758097,3,992.83997
2077758197,3,992.85
2077758297,3,992.85
2077758397,3,992.83997
2077758497,3,992.86
2077758597,3,992.82996
2077758697,3,992.85
2077758797,3,992.81
2077758897,3,992.79
2077758997,3,992.83997
2077759097,3,992.82996
2077759197,3,992.81
2077759297,3,992.81
2077759397,3,992.86
2077759497,3,992.86
2077759597,3,992.81995
2077759697,3,992.81995
2077759797,3,992.86
2077759897,3,992.87
2077759997,3,992.88
2077760097,3,992.83997
2077760197,3,992.83997
2077760297,3,992.86
2077760397,3,992.88
2077760497,3,992.91
2077760597,3,992.94
2077760697,3,992.91
2077760797,3,992.85
2077760897,3,992.94
2077760997,3,992.88995
2077761097,3,992.95996
2077761197,3,992.94995
2077761297,3,992.95996
2077761397,3,992.97
2077761497,3,992.98
2077761597,3,992.97
2077761697,3,992.95996
2077761797,3,992.93
2077761897,3,992.95996
2077761997,3,992.95996
2077762097,3,992.93
2077762197,3,992.93
2077762297,3,992.93
2077762397,3,992.93
2077762497,3,992.94
2077762597,3,992.93
2077762697,3,992.95996
2077762797,3,992.97
2077762897,3,992.94995
2077762997,3,992.93
2077763097,3,992.94
2077763197,3,992.93
2077763297,3,993.07996
2077763397,3,992.95996
2077763497,3,992.98
2077763597,3,992.94
2077763697,3,992.98
2077763797,3,993.01996
2077763897,3,992.94
2077763997,3,993.02997
2077764097,3,993.0
2077764197,3,993.01996
2077764297,3,993.00995
2077764397,3,993.04
2077764497,3,993.02997
2077764597,3,993.0
2077764697,3,992.93
2077764797,3,992.93
2077764897,3,992.99
2077764997,3,993.04
2077765097,3,993.02997
2077765197,3,993.00995
2077765297,3,993.01996
2077765397,3,993.00995
2077765497,3,993.04
2077765597,3,993.00995
2077765697,3,993.06
2077765797,3,993.01996
2077765897,3,993.07996
2077765997,3,993.1
2077766097,3,993.06
2077766197,3,993.07996
2077766297,3,993.00995
2077766397,3,993.04
2077766497,3,993.07996
2077766597,3,993.07996
2077766697,3,993.06995
2077766797,3,993.12
2077766897,3,993.08997
2077766997,3,993.11
2077767097,3,993.13
2077767197,3,993.06
2077767297,3,993.13
2077767397,3,993.16
2077767497,3,993.13995
2077767597,3,993.13995
2077767697,3,993.13995
2077767797,3,993.13
2077767897,3,993.13
2077767997,3,993.08997
2077768097,3,993.1
2077768197,3,993.14996
2077768297,3,993.12
2077768397,3,993.08997
2077768497,3,993.17
2077768597,3,993.14996
2077768697,3,993.26996
2077768797,3,993.18
2077768897,3,993.13
2077768997,3,993.19
2077769097,3,993.18
2077769197,3,993.18
2077769297,3,993.19
2077769397,3,993.16
2077769497,3,993.08997
2077769597,3,993.16
2077769697,3,993.19995
2077769797,3,993.17
2077769897,3,993.18
2077769997,3,993.27997
2077770097,3,993.23
2077770197,3,993.23
2077770297,3,993.18
2077770397,3,993.20996
2077770497,3,993.22
2077770597,3,993.25995
2077770697,3,993.25
2077770797,3,993.25
2077770897,3,993.23
2077770997,3,993.23
2077771097,3,993.26996
2077771197,3,993.26996
2077771297,3,993.26996
2077771397,3,993.25995
2077771497,3,993.29
2077771597,3,993.25995
2077771697,3,993.25995
2077771797,3,993.27997
2077771897,3,993.29
2077771997,3,993.27997
2077772097,3,993.26996
2077772197,3,993.29
2077772297,3,993.29
2077772397,3,993.27997
2077772497,3,993.26996
2077772597,3,993.25995
2077772697,3,993.27997
2077772797,3,993.29
2077772897,3,993.29
2077772997,3,993.29
2077773097,3,993.26996
2077773197,3,993.29
2077773297,3,993.29
2077773397,3,993.31
2077773497,3,993.32996
2077773597,3,993.35
2077773697,3,993.36
2077773797,3,993.36
2077773897,3,993.33997
2077773997,3,993.33997
2077774097,3,993.36
2077774197,3,993.36
2077774297,3,993.35
2077774397,3,993.36
2077774497,3,993.36
2077774597,3,993.38
2077774697,3,993.36
2077774797,3,993.32996
2077774897,3,993.33997
2077774997,3,993.33997
2077775097,3,993.35
2077775197,3,993.36
2077775297,3,993.38995
2077775397,3,993.39996
2077775497,3,993.41
2077775597,3,993.41
2077775697,3,993.38995
2077775797,3,993.38
2077775897,3,993.35
2077775997,3,993.44
2077776097,3,993.37
2077776197,3,993.41
2077776297,3,993.38995
2077776397,3,993.44
2077776497,3,993.39996
2077776597,3,993.43
2077776697,3,993.33997
2077776797,3,993.36
2077776897,3,993.36
2077776997,3,993.38
2077777097,3,993.42
2077777197,3,993.37
2077777297,3,993.37
2077777397,3,993.39996
2077777497,3,993.38995
2077777597,3,993.42
2077777697,3,993.45996
2077777797,3,993.44995
2077777897,3,993.42
2077777997,3,993.47
2077778097,3,993.45996
2077778197,3,993.47
2077778297,3,993.49
2077778397,3,993.50995
2077778497,3,993.48
2077778597,3,993.52997
2077778697,3,993.49
2077778797,3,993.51996
2077778897,3,993.48
2077778997,3,993.5
2077779097,3,993.49
2077779197,3,993.51996
2077779297,3,993.48
2077779397,3,993.48
2077779497,3,993.48
2077779597,3,993.49
2077779697,3,993.51996
2077779797,3,993.48
2077779897,3,993.51996
2077779997,3,993.54
2077780097,3,993.54
2077780197,3,993.55
2077780297,3,993.55
2077780397,3,993.5
2077780497,3,993.50995
2077780597,3,993.54
2077780697,3,993.49
2077780797,3,993.51996
2077780897,3,993.52997
2077780997,3,993.52997
2077781097,3,993.55
2077781197,3,993.56
2077781297,3,993.56
2077781397,3,993.57996
2077781497,3,993.58997
2077781597,3,993.55
2077781697,3,993.54
2077781797,3,993.57996
2077781897,3,993.6
2077781997,3,993.56
2077782097,3,993.61
2077782197,3,993.61
2077782297,3,993.58997
2077782397,3,993.61
2077782497,3,993.6
2077782597,3,993.63
2077782697,3,993.62
2077782797,3,993.63
2077782897,3,993.61
2077782997,3,993.6
2077783097,3,993.62
2077783197,3,993.62
2077783297,3,993.62
2077783397,3,993.63995
2077783497,3,993.63
2077783597,3,993.61
2077783697,3,993.63
2077783797,3,993.6
2077783897,3,993.61
2077783997,3,993.61
2077784097,3,993.61
2077784197,3,993.63
2077784297,3,993.61
2077784397,3,993.62
2077784497,3,993.66
2077784597,3,993.66
2077784697,3,993.66
2077784797,3,993.66
2077784897,3,993.63995
2077784997,3,993.69
2077785097,3,993.63
2077785197,3,993.69995
2077785297,3,993.64996
2077785397,3,993.68
2077785497,3,993.66
2077785597,3,993.69995
2077785697,3,993.70996
2077785797,3,993.69995
2077785897,3,993.69995
2077785997,3,993.66
2077786097,3,993.67
2077786197,3,993.67
2077786297,3,993.67
2077786397,3,993.68
2077786497,3,993.69
2077786597,3,993.69995
2077786697,3,993.68
2077786797,3,993.74
2077786897,3,993.68
2077786997,3,993.74
2077787097,3,993.72
2077787197,3,993.70996
2077787297,3,993.73
2077787397,3,993.72
