icm4n607_acc,iven_sense,2026-05-28_22-10-22.697_Active 10 Pro
imuTimestamp,accuracy(more=better),acc_x[m/s^2],acc_y[m/s^2],acc_z[m/s^2],utcTimestamp(millis)
885956829,3,-0.83295006,1.21395,9.658951,1779995428407
885956839,3,-0.76305,1.179,9.778951,1779995428417
885956849,3,-0.92805004,1.0009501,9.790951,1779995428427
885956859,3,-0.90405005,0.64500004,9.760051,1779995428437
885956869,3,-0.87795,0.36,9.86295,1779995428447
885956879,3,-0.87795,0.27105,9.85095,1779995428457
885956889,3,-1.0170001,0.28995,10.063951,1779995428467
885956899,3,-1.13205,0.42900002,9.778951,1779995428476
885956909,3,-1.0669501,0.48705003,9.456,1779995428487
885956919,3,-0.97905004,0.333,9.717,1779995428496
885956929,3,-0.92100006,0.18495001,9.910951,1779995428506
885956939,3,-0.88995004,0.17805001,9.79395,1779995428517
885956950,3,-0.924,0.26205,9.774,1779995428526
885956960,3,-0.89295006,0.38595003,9.955951,1779995428536
885956970,3,-0.83505005,0.46500003,9.801001,1779995428546
885956980,3,-0.79905003,0.48705003,9.70005,1779995428556
885956990,3,-0.69600004,0.42000002,9.79605,1779995428567
885957000,3,-0.62700003,0.44805002,9.966001,1779995428576
885957010,3,-0.68205005,0.53505003,9.967951,1779995428586
885957020,3,-0.68700004,0.59205,9.69795,1779995428596
885957030,3,-0.555,0.58500004,9.66405,1779995428606
885957040,3,-0.31800002,0.52695,9.765,1779995428617
885957050,3,0.076050006,0.135,9.801001,1779995428627
885957060,3,0.40695003,0.01305,9.93,1779995428637
885957070,3,0.68700004,0.123,9.73095,1779995428646
885957081,3,0.864,0.216,9.885,1779995428657
885957091,3,0.99105006,0.20205002,9.81,1779995428669
885957101,3,1.28805,-0.043950003,9.645,1779995428678
885957111,3,1.5319501,-0.19995001,9.772051,1779995428689
885957121,3,1.7160001,-0.33405003,9.83895,1779995428699
885957131,3,1.7539501,-0.37905002,9.925051,1779995428709
885957141,3,1.608,-0.381,9.814951,1779995428720
885957151,3,1.3909501,-0.312,9.636001,1779995428729
885957161,3,1.146,-0.10395,9.71205,1779995428739
885957171,3,1.07505,0.010050001,9.766951,1779995428750
885957181,3,1.28295,-0.31395,9.79605,1779995428763
885957191,3,1.6060501,-0.89595,9.80595,1779995428768
885957201,3,1.83105,-1.35405,9.75,1779995428780
885957211,3,1.8600001,-1.6030501,9.95895,1779995428790
885957222,3,1.695,-1.4490001,9.68295,1779995428799
885957232,3,1.50495,-1.3939501,9.798,1779995428810
885957242,3,1.4260501,-1.6980001,9.86505,1779995428820
885957252,3,1.5169501,-2.29005,9.628051,1779995428829
885957262,3,1.8769501,-3.18705,9.937051,1779995428839
885957272,3,1.9960501,-3.7810502,9.51105,1779995428850
885957282,3,2.15895,-4.03305,9.772051,1779995428859
885957292,3,2.8560002,-5.3260503,10.033051,1779995428869
885957302,3,3.5640001,-6.84105,9.954,1779995428880
885957312,3,3.6790502,-8.11995,9.681001,1779995428890
885957322,3,2.73795,-8.886001,9.61905,1779995428900
885957332,3,1.5679501,-11.028001,9.291,1779995428911
885957342,3,0.81600004,-15.364051,10.371,1779995428920
