rot_vec,mtk,2026-05-28_22-10-22.697_Active 10 Pro
imuTimestamp,accuracy(more=better),x*sin(a/2)[],y*sin(a/2)[],z*sin(a/2)[],cos(a/2)[],heading_accuracy[rad]
885958682,3,0.030269,0.01072,0.182703,0.982643,0.0
885958692,3,0.03006,0.011706,0.189084,0.98143,0.0
885958702,3,0.029769,0.012548,0.1954,0.980191,0.0
885958712,3,0.029203,0.013082,0.201551,0.978955,0.0
885958722,3,0.028338,0.013503,0.20765,0.977699,0.0
885958732,3,0.027028,0.013895,0.213653,0.976436,0.0
885958743,3,0.0254,0.014351,0.21939,0.9752,0.0
885958753,3,0.023466,0.014921,0.224992,0.973963,0.0
885958763,3,0.021448,0.015574,0.230012,0.972826,0.0
885958773,3,0.019562,0.016332,0.234682,0.971737,0.0
885958783,3,0.017827,0.017029,0.238988,0.970709,0.0
885958793,3,0.016326,0.017766,0.243098,0.969701,0.0
885958803,3,0.015052,0.018439,0.247169,0.968679,0.0
885958813,3,0.013953,0.018897,0.25104,0.967691,0.0
885958823,3,0.013118,0.01918,0.254866,0.966697,0.0
