linear_acc,mtk,2026-06-11_17-04-59.349_Active 10 Pro
imuTimestamp,accuracy(more=better),acc_lin_x[m/s^2],acc_lin_y[m/s^2],acc_lin_z[m/s^2]
2077234351,3,-0.113764,-0.227428,-0.120632
2077234361,3,-0.100109,-0.143766,-0.013461
2077234371,3,-0.010439,-0.095163,0.066454
2077234382,3,0.098586,-0.08629,0.023504
2077234392,3,0.191207,-0.108345,-0.092894
2077234402,3,0.239708,-0.107164,-0.25132
2077234412,3,0.327608,-0.035756,-0.52747
2077234422,3,0.544602,0.028448,-0.953829
2077234432,3,0.576511,-0.208417,-0.789026
2077234442,3,0.425559,-0.273106,-0.582804
2077234452,3,0.328721,-0.246168,-0.407663
2077234462,3,0.269643,-0.191921,-0.209266
2077234472,3,0.184932,-0.141318,-0.01731
2077234482,3,0.091056,-0.134089,0.106115
2077234492,3,0.081783,-0.239607,0.122195
2077234502,3,0.150855,-0.472972,0.008383
2077234512,3,0.222565,-0.773063,-0.17086
2077234523,3,0.25246,-1.024204,-0.291565
2077234533,3,0.243769,-1.177541,-0.255133
2077234543,3,0.203091,-1.224065,-0.164868
2077234553,3,0.170035,-1.244532,-0.028863
2077234563,3,0.159669,-1.42562,0.219798
2077234573,3,0.085282,-1.530725,0.63984
2077234583,3,-0.128668,-0.80114,0.57575
2077234593,3,-0.106047,-0.532011,0.482393
2077234603,3,-0.042804,-0.548981,0.371581
2077234613,3,-1.447303,1.599039,-0.902913
2077234623,3,-2.270947,2.611309,-0.779833
2077234633,3,-1.588324,1.327405,-0.401677
2077234643,3,-1.165134,0.551687,-0.154755
2077234654,3,-0.886043,0.097443,0.061961
2077234664,3,-0.245312,0.283357,0.72713
2077234674,3,0.513312,1.132082,0.616561
2077234684,3,0.591856,0.70723,0.439916
2077234694,3,0.751581,0.20796,0.372054
2077234704,3,0.911189,-0.151285,0.333282
2077234714,3,1.030717,-0.336332,0.311865
2077234724,3,1.114825,-0.569211,0.20133
2077234734,3,1.212874,-0.967033,0.006242
2077234744,3,1.19601,-0.632385,-0.120618
2077234754,3,1.345928,0.371225,-0.072726
2077234764,3,2.90068,-0.968532,1.12157
2077234774,3,3.457332,-2.097498,0.69468
2077234785,3,2.438246,-1.183628,0.055163
2077234795,3,1.724624,-0.662699,-0.100494
2077234805,3,1.227811,-0.286208,-0.2605
2077234815,3,0.498226,-0.221211,-0.812005
2077234825,3,-0.378428,0.307627,-0.608773
2077234835,3,-0.836441,1.678758,-0.484961
2077234845,3,-1.017725,1.640611,-0.457002
2077234855,3,-1.103344,1.35221,-0.471338
2077234865,3,-1.184572,1.149156,-0.506906
2077234875,3,-1.271443,1.086534,-0.606923
2077234885,3,-1.354647,1.194141,-0.640185
2077234895,3,-1.468065,1.096093,-0.662661
2077234905,3,-1.68963,0.292824,-0.634997
2077234915,3,-1.800722,-0.53827,-0.396157
2077234926,3,-1.42369,-0.280878,0.096421
2077234936,3,-0.867682,0.280907,0.267049
2077234946,3,-0.433423,0.524763,-2.96E-4
2077234956,3,-0.153773,0.613793,-0.148464
2077234966,3,-0.022668,0.473604,-0.275865
2077234976,3,0.10229,-0.744031,-0.392057
2077234986,3,0.463401,-1.567693,-0.389001
2077234996,3,0.470261,-0.972932,-0.367483
2077235006,3,0.389022,-0.302314,-0.336422
2077235016,3,0.339443,0.128912,-0.303161
2077235026,3,0.360116,0.245924,-0.231181
2077235036,3,0.449081,0.062223,-0.173021
2077235046,3,0.553903,-0.201348,-0.09702
2077235057,3,0.588274,-0.230542,-0.11216
2077235067,3,0.560025,-0.093202,-0.25175
2077235077,3,0.440572,-0.121234,-0.416067
2077235087,3,0.212311,-0.208691,-0.313873
2077235097,3,0.039996,-0.071938,-0.140723
2077235107,3,-0.055792,0.056917,-0.035424
2077235117,3,-0.105145,0.079994,0.023578
2077235127,3,-0.126579,0.047595,0.06485
2077235137,3,-0.118424,0.032223,0.085315
2077235147,3,-0.091191,0.04348,0.085375
2077235157,3,-0.070748,0.050786,0.105754
2077235167,3,-0.063245,0.037433,0.136534
2077235177,3,-0.044703,0.007715,0.174684
2077235188,3,0.001818,-0.015736,0.207667
2077235198,3,0.048549,-0.017694,0.245467
2077235208,3,0.065382,-0.008989,0.271305
2077235218,3,0.051127,-0.004655,0.258945
2077235228,3,0.031942,-0.006605,0.227578
2077235238,3,-9.7E-4,0.005783,0.18987
2077235248,3,-0.029683,0.004174,0.155457
2077235258,3,-0.03755,0.005377,0.132283
2077235268,3,-0.046365,0.031969,0.10052
2077235278,3,-0.05705,0.048642,0.063337
2077235288,3,-0.063314,0.046453,0.00897
2077235298,3,-0.072227,0.032642,-0.006427
2077235308,3,-0.039151,0.007381,-0.042574
2077235319,3,0.027768,-0.018898,-0.059744
2077235329,3,0.086265,-0.037594,-0.059063
2077235339,3,0.100195,-0.042243,-0.073068
2077235349,3,0.072935,-0.039714,-0.11504
2077235359,3,0.034663,-0.038481,-0.153738
2077235369,3,0.014535,-0.031165,-0.167231
2077235379,3,0.006506,-0.016536,-0.16187
2077235389,3,0.019333,-0.02362,-0.139197
2077235399,3,0.027773,-0.021973,-0.094181
2077235409,3,0.012462,-0.004408,-0.074628
2077235419,3,0.002932,-0.008441,-0.056956
2077235429,3,0.002885,-0.02038,-0.019711
2077235439,3,0.008652,-0.030256,0.04579
2077235449,3,0.026478,-0.029973,0.080688
2077235460,3,0.021262,-0.014101,0.112408
